   3   364    20    38
 B_NUT_NH4 B_NUT_NO2 B_NUT_NO3 B_NUT_PO4 B_NUT_Si B_C_DIC B_C_Alk B_Ca_CaCO3 B_BIO_Phy B_BIO_Het B_BIO_POML B_BIO_POMR B_BIO_DOML B_BIO_DOMR B_BIO_O2 B_BACT_Baae B_BACT_Bhae B_BACT_Baan B_BACT_Bhan B_CH4_CH4 B_S_H2S B_S_S0 B_S_S2O3 B_S_SO4 B_Fe_Fe2 B_Fe_Fe3 B_Fe_FeS B_Fe_FeCO3 B_Fe_FeS2 B_Fe_Fe3PO42 B_Fe_PO4_Fe3 B_Mn_Mn2 B_Mn_Mn3 B_Mn_Mn4 B_Mn_MnS B_Mn_MnCO3 B_Mn_PO4_Mn3 B_Si_Sipart
 i  k Depth  t   s   Kz  hz Vol                                       
    1    1     2.5011     9.373049736    18.160627365     0.000247625     5.010114670     1.000000000        0.015984577        0.019964476        1.180936937        0.269928443        3.036694981     3152.097835092     3200.000000000        0.000597980        0.004784083        0.614195086        3.000000000        2.000000000       10.000000000       10.000000000      261.094851411        0.051728236        1.032494277        0.028955780        0.014240068        0.000000000        0.000000000        0.000000000        0.000000000    24997.837021498        0.000000000        0.020000000        0.000000000        0.000000000        0.000000000        0.000000000        0.000012432        0.000000000        0.000068620        0.100000000        0.000000000        0.000000000        0.000493165        0.001136936
    1    2     7.5112     9.377130508    18.160871506     0.000244556     5.017558575     1.000000000        0.005420907        0.006791477        9.294681777        0.772559478        2.998243308     3143.506090686     3191.359082164        0.000517493        0.003254388        0.598552014        1.289278761        2.362700525        3.762579854       13.520770895      295.752640415        0.051496016        0.892720594        0.029054285        0.014306244        0.000000000        0.000000000        0.000000000        0.000000000    24997.799447363        0.000000000        0.004703264        0.000000000        0.000000000        0.000000000        0.000000000        0.000003427        0.000000000        0.000228854        0.022117413        0.000000000        0.000000000        0.000956952        0.000141301
    1    3    12.2862     9.377130508    18.160871506     0.000243721     4.536105633     1.000000000        0.002641963        0.003308883       12.449517458        0.967005155        2.979539273     3124.465003385     3187.994226818        0.001188653        0.002730368        0.625589845        1.499967501        5.151540115        1.991712021       14.192805292      350.293619059        0.056880987        0.841302804        0.031886328        0.015736254        0.000000002        0.000000000        0.000000000        0.000000000    24997.727504543        0.000000000        0.006108431        0.000000000        0.000000000        0.000000000        0.000000000        0.000005042        0.000000000        0.000894382        0.027559812        0.000000000        0.000000000        0.002099825        0.000179474
    1    4    14.6876     9.377130508    18.160871506     0.000024176     0.266666667     1.000000000        0.004331848        0.005464310       16.228321673        1.195136982        2.998581706     3144.563764412     3183.983466057        0.009439727        0.002984874        0.838718162        5.956783266       34.148177559        2.265694648       14.717352232      323.001439074        0.092088025        1.194133766        0.048086841        0.024017767        0.000000410        0.000000000        0.000000000        0.000000000    24997.197258704        0.000000000        0.036929612        0.000000000        0.000000000        0.000000000        0.000000000        0.000035034        0.000000167        0.013458351        0.143780803        0.000000000        0.000000000        0.011875603        0.000207699
    1    5    14.8876     9.377130508    18.160871506     0.000011269     0.133333333     1.000000000        0.005933183        0.007555756       16.708144743        1.224409677        3.003251852     3147.355516210     3183.478731841        0.022789322        0.003075314        0.890457778       11.446002518       69.147265790        2.390476054       14.769159205      319.404128986        0.101408861        1.296364317        0.052327812        0.026188352        0.000001507        0.000000000        0.000000000        0.000000001    24997.100740676        0.000000000        0.137259909        0.000000000        0.000000000        0.000000000        0.000000000        0.000132561        0.000003269        0.017170597        0.544366432        0.000000000        0.000000000        0.013172025        0.000471551
    1    6    14.9876     9.377130508    18.160871506     0.000004816     0.066666667     1.000000000        0.009745744        0.012857864       17.113442500        1.249650457        3.009460142     3150.005981431     3183.056394873        0.060501573        0.003206154        0.954821579       24.487958815      151.491347992        2.559883574       14.801498154      316.171775146        0.113277806        1.430627992        0.057695630        0.028937492        0.000004970        0.000000000        0.000000000        0.000000095    24996.986770735        0.000000018        0.608262651        0.000000000        0.000000000        0.000000000        0.000000000        0.000590261        0.000041669        0.022580664        2.516457006        0.000000000        0.000000000        0.014289384        0.003686471
    1    7    15.0371     9.377130508    18.160871506     0.000001589     0.032333333     1.000000000        0.022787727        0.031158528       17.523980452        1.276781520        3.019326841     3153.258202372     3182.631688607        0.209355070        0.003427926        1.058260377       67.165302963      419.656827128        2.791232486       14.824873908      312.465739439        0.132845503        1.652462958        0.066516900        0.033456943        0.000015500        0.000000000        0.000000000        0.000009222    24996.815022473        0.000000985        3.723208380        0.000000000        0.000000000        0.000000000        0.000000000        0.003616832        0.000428274        0.031458987       16.188712663        0.000000000        0.000000000        0.015498629        0.047539042
    1    8    15.0537     9.377130508    18.160871506     0.000000024     0.001000000     1.000000000        0.805964085        0.839319744       21.499320314        1.622446136        3.247881941     3208.785789791     3178.740580661       13.095714158        0.009048239        3.674779811     2939.559753080    18425.019949832        6.135379261       15.016133109      257.203380927        0.645399721        7.355769964        0.297336191        0.151486295        0.000441426        0.000000000        0.000000000        0.004847685    24992.987365273        0.001220984      553.388001218        0.000000000        0.000000000        0.000000000        0.000000000        0.537652598        0.050140961        0.209535766     2604.522037608        0.000000000        0.000000000        0.034487838       51.141066518
    1    9    15.0547     9.377130508    18.160871506     0.000000000     0.001000000     1.000000000        1.132948896        1.290864442       30.562554661        2.248784882        3.174530441     3357.103689666     3107.209682397        0.797321997        0.000202181       17.259116739      360.642034537    10293.952264260        9.572148456       15.857202710       32.692277323        1.840882560       21.476955666        0.069774933       29.464723169        0.000266409        0.000000000        0.000001778        0.000053708    24515.832187895        0.000012155      811.072219425        0.000000000        0.000000000        0.000000000        0.000000000        0.809334761        0.012955705        0.192091300     3952.519670013        0.000000000        0.000000000        0.093489050      454.653758664
    1   10    15.0562     9.377130508    18.160871506     0.000000000     0.002000000     1.000000000        5.174596312        0.109614534       27.486995342        2.298083666        3.148807039     3389.416746896     3090.617745199        0.290199192        0.000066553       19.721999959      357.837303252    12360.238856502        8.513927231       15.912219786        0.047258250        1.490714706       17.175465799        0.081733007       47.689477152        0.000286160        0.000000000        0.000009770        0.000321915    24330.855486097        0.000068828      984.506357345        0.000000000        0.000000000        0.000000000        0.000000000        0.983770105        0.044388217        0.180998028     4788.356596768        0.000000000        0.000000000        0.147829726      576.700526093
